meter_id,consumer_id,region,consumer_type,expected_monthly_kwh,actual_monthly_kwh,usage_ratio,night_usage_ratio,voltage_variance,billing_disputes_1y,is_theft_flag_ground_truth
MTR-001077,CUS-001077,Faisalabad,Residential,168.5,152.0,0.902,0.339,1.84,0,0
MTR-000837,CUS-000837,Rawalpindi,Residential,182.8,183.3,1.003,0.134,3.36,0,0
MTR-000681,CUS-000681,Karachi,Residential,159.5,162.5,1.019,0.467,1.41,1,0
MTR-001715,CUS-001715,Karachi,Residential,151.9,142.0,0.935,0.406,1.83,1,0
MTR-002352,CUS-002352,Lahore,Residential,265.1,337.9,1.275,0.352,1.35,0,0
MTR-002361,CUS-002361,Peshawar,Residential,136.3,141.7,1.04,0.223,2.78,0,0
MTR-002197,CUS-002197,Multan,Residential,214.3,217.3,1.014,0.295,1.14,1,0
MTR-001148,CUS-001148,Peshawar,Residential,150.6,138.4,0.919,0.363,1.77,0,0
MTR-000574,CUS-000574,Karachi,Residential,170.3,173.1,1.017,0.21,0.48,0,0
MTR-000050,CUS-000050,Faisalabad,Residential,234.5,241.3,1.029,0.286,1.47,0,0
MTR-000853,CUS-000853,Lahore,Residential,124.0,123.9,1.0,0.373,3.66,0,0
MTR-001982,CUS-001982,Rawalpindi,Residential,230.9,270.2,1.17,0.18,3.78,0,0
MTR-001823,CUS-001823,Lahore,Residential,127.4,101.4,0.796,0.327,2.67,0,0
MTR-000833,CUS-000833,Multan,Residential,149.0,142.2,0.954,0.16,2.44,0,0
MTR-001115,CUS-001115,Peshawar,Residential,150.0,162.8,1.086,0.224,1.37,1,0
MTR-001166,CUS-001166,Multan,Residential,160.1,142.9,0.892,0.26,2.2,0,0
MTR-002518,CUS-002518,Lahore,Residential,285.5,232.5,0.814,0.341,2.17,0,0
MTR-001906,CUS-001906,Karachi,Residential,183.0,171.6,0.938,0.244,2.02,0,0
MTR-000971,CUS-000971,Multan,Commercial,476.9,536.6,1.125,0.31,2.81,0,0
MTR-000399,CUS-000399,Karachi,Residential,118.4,106.0,0.895,0.245,1.06,1,0
MTR-002559,CUS-002559,Lahore,Residential,188.7,180.6,0.957,0.258,4.56,0,0
MTR-002368,CUS-002368,Peshawar,Industrial,4874.0,5120.5,1.051,0.4,3.62,0,0
MTR-000019,CUS-000019,Peshawar,Residential,209.1,194.6,0.93,0.208,1.19,0,0
MTR-000684,CUS-000684,Lahore,Residential,192.8,182.6,0.947,0.361,2.11,0,0
MTR-000035,CUS-000035,Peshawar,Commercial,648.6,597.8,0.922,0.3,1.4,0,0
MTR-002829,CUS-002829,Islamabad,Residential,193.9,180.7,0.932,0.254,2.64,0,0
MTR-000524,CUS-000524,Faisalabad,Residential,255.7,220.0,0.86,0.203,1.91,0,0
MTR-002455,CUS-002455,Multan,Residential,256.5,248.6,0.969,0.208,0.12,0,0
MTR-000920,CUS-000920,Faisalabad,Residential,186.5,210.3,1.128,0.241,1.08,0,0
MTR-001841,CUS-001841,Karachi,Residential,93.9,111.7,1.19,0.288,3.33,2,0
MTR-001890,CUS-001890,Lahore,Residential,112.0,128.8,1.15,0.348,1.78,0,0
MTR-000537,CUS-000537,Multan,Residential,138.3,140.6,1.017,0.276,1.77,0,0
MTR-001705,CUS-001705,Lahore,Residential,279.6,335.3,1.199,0.281,2.67,0,0
MTR-002931,CUS-002931,Multan,Residential,140.4,179.2,1.276,0.293,2.94,0,0
MTR-000245,CUS-000245,Rawalpindi,Residential,68.0,69.5,1.022,0.338,1.91,0,0
MTR-000784,CUS-000784,Karachi,Residential,172.6,152.1,0.881,0.352,0.1,0,0
MTR-001409,CUS-001409,Rawalpindi,Residential,195.4,226.2,1.157,0.189,1.2,0,0
MTR-002537,CUS-002537,Lahore,Commercial,649.1,555.4,0.856,0.277,0.1,1,0
MTR-000154,CUS-000154,Multan,Residential,238.5,213.1,0.894,0.398,0.6,0,0
MTR-001686,CUS-001686,Karachi,Residential,173.4,130.1,0.75,0.195,2.08,0,0
MTR-000625,CUS-000625,Faisalabad,Residential,182.2,198.1,1.087,0.306,2.05,0,0
MTR-002876,CUS-002876,Lahore,Residential,261.9,189.1,0.722,0.286,3.28,0,0
MTR-001346,CUS-001346,Peshawar,Residential,206.1,230.7,1.119,0.255,1.97,1,0
MTR-000569,CUS-000569,Lahore,Residential,59.7,72.7,1.217,0.427,1.12,1,0
MTR-002933,CUS-002933,Lahore,Residential,238.6,288.1,1.207,0.303,3.2,0,0
MTR-001758,CUS-001758,Multan,Industrial,7979.3,6767.3,0.848,0.421,3.75,1,0
MTR-001816,CUS-001816,Lahore,Residential,203.4,157.9,0.776,0.3,2.92,1,0
MTR-002065,CUS-002065,Faisalabad,Residential,157.1,145.0,0.923,0.337,1.93,0,0
MTR-000127,CUS-000127,Lahore,Residential,243.6,269.3,1.106,0.254,1.69,0,0
MTR-002977,CUS-002977,Faisalabad,Residential,201.1,230.1,1.144,0.255,0.81,0,0
MTR-002006,CUS-002006,Karachi,Industrial,5149.8,5560.4,1.08,0.333,1.21,0,0
MTR-000980,CUS-000980,Islamabad,Residential,141.5,150.5,1.063,0.334,1.55,0,0
MTR-002974,CUS-002974,Islamabad,Residential,207.3,266.0,1.283,0.348,0.68,1,0
MTR-000190,CUS-000190,Peshawar,Residential,142.6,134.4,0.943,0.33,1.67,0,0
MTR-001139,CUS-001139,Faisalabad,Residential,149.3,135.4,0.907,0.193,1.72,0,0
MTR-000992,CUS-000992,Rawalpindi,Commercial,598.4,513.0,0.857,0.235,3.27,0,0
MTR-000699,CUS-000699,Rawalpindi,Residential,116.5,122.6,1.052,0.368,0.38,1,0
MTR-000606,CUS-000606,Lahore,Commercial,1082.2,1058.9,0.978,0.143,2.17,3,0
MTR-000180,CUS-000180,Islamabad,Residential,281.5,309.4,1.099,0.323,0.64,0,0
MTR-000301,CUS-000301,Multan,Residential,247.4,234.0,0.946,0.291,0.1,0,0
MTR-002544,CUS-002544,Rawalpindi,Residential,262.9,282.7,1.075,0.368,1.51,0,0
MTR-002775,CUS-002775,Lahore,Residential,163.9,156.4,0.954,0.333,2.02,0,0
MTR-001060,CUS-001060,Multan,Residential,200.6,196.7,0.98,0.247,3.27,1,0
MTR-002819,CUS-002819,Lahore,Residential,114.6,113.7,0.992,0.243,1.73,0,0
MTR-002878,CUS-002878,Islamabad,Residential,149.9,119.3,0.796,0.258,1.46,0,0
MTR-002565,CUS-002565,Rawalpindi,Residential,253.2,248.9,0.983,0.346,1.3,0,0
MTR-001069,CUS-001069,Islamabad,Residential,183.4,195.8,1.067,0.116,1.48,0,0
MTR-002524,CUS-002524,Faisalabad,Residential,198.6,175.1,0.881,0.313,0.1,0,0
MTR-002205,CUS-002205,Rawalpindi,Residential,218.2,268.2,1.229,0.229,1.18,0,0
MTR-001243,CUS-001243,Karachi,Residential,198.7,198.8,1.001,0.315,2.8,0,0
MTR-000016,CUS-000016,Islamabad,Residential,151.8,140.4,0.925,0.328,0.1,0,0
MTR-002980,CUS-002980,Islamabad,Commercial,1010.9,931.2,0.921,0.167,1.58,0,0
MTR-000546,CUS-000546,Lahore,Residential,238.1,61.2,0.257,0.873,4.6,2,1
MTR-000658,CUS-000658,Rawalpindi,Residential,127.4,114.8,0.901,0.312,2.72,0,0
MTR-002704,CUS-002704,Karachi,Residential,84.9,87.9,1.036,0.307,2.12,1,0
MTR-002735,CUS-002735,Karachi,Residential,305.4,337.8,1.106,0.29,2.42,0,0
MTR-001504,CUS-001504,Multan,Residential,151.6,161.7,1.067,0.202,1.25,1,0
MTR-000959,CUS-000959,Islamabad,Residential,217.7,203.0,0.932,0.215,0.24,0,0
MTR-002331,CUS-002331,Peshawar,Residential,147.5,162.4,1.101,0.19,1.47,0,0
MTR-000797,CUS-000797,Multan,Residential,219.0,223.1,1.019,0.344,1.86,0,0
MTR-000225,CUS-000225,Faisalabad,Industrial,5080.0,4031.5,0.794,0.291,3.16,0,0
MTR-002074,CUS-002074,Multan,Residential,109.9,126.0,1.147,0.296,0.57,0,0
MTR-001799,CUS-001799,Islamabad,Residential,136.2,126.2,0.926,0.164,4.09,0,0
MTR-002485,CUS-002485,Karachi,Commercial,698.9,684.2,0.979,0.297,2.17,0,0
MTR-002962,CUS-002962,Rawalpindi,Residential,113.2,117.4,1.037,0.351,1.24,0,0
MTR-002277,CUS-002277,Peshawar,Residential,196.6,184.1,0.936,0.153,1.19,0,0
MTR-002085,CUS-002085,Islamabad,Residential,185.7,202.6,1.091,0.257,1.84,0,0
MTR-001693,CUS-001693,Islamabad,Residential,100.5,87.2,0.868,0.174,1.93,0,0
MTR-001045,CUS-001045,Faisalabad,Residential,142.2,132.4,0.931,0.266,2.01,0,0
MTR-000469,CUS-000469,Faisalabad,Residential,293.8,337.0,1.147,0.228,2.64,0,0
MTR-000954,CUS-000954,Faisalabad,Residential,88.6,88.9,1.003,0.33,1.34,0,0
MTR-002976,CUS-002976,Rawalpindi,Residential,172.7,150.8,0.873,0.314,2.11,0,0
MTR-000639,CUS-000639,Peshawar,Residential,185.4,187.2,1.009,0.403,1.67,0,0
MTR-002778,CUS-002778,Multan,Residential,167.7,175.8,1.048,0.296,3.65,0,0
MTR-001218,CUS-001218,Multan,Residential,258.9,209.6,0.81,0.327,0.19,1,0
MTR-001158,CUS-001158,Peshawar,Residential,95.1,114.0,1.199,0.255,4.15,0,0
MTR-001415,CUS-001415,Islamabad,Residential,337.8,410.3,1.215,0.212,1.12,0,0
MTR-002713,CUS-002713,Peshawar,Commercial,1484.1,1505.5,1.014,0.367,0.91,0,0
MTR-001527,CUS-001527,Faisalabad,Residential,177.6,173.3,0.976,0.399,1.7,0,0
MTR-002921,CUS-002921,Faisalabad,Industrial,15.0,15.0,1.003,0.356,2.22,1,0
MTR-001300,CUS-001300,Faisalabad,Residential,166.8,184.7,1.107,0.31,1.64,1,0
MTR-002866,CUS-002866,Multan,Residential,136.5,143.9,1.054,0.222,2.6,0,0
MTR-001603,CUS-001603,Rawalpindi,Industrial,4480.4,4609.0,1.029,0.391,1.55,1,0
MTR-000160,CUS-000160,Peshawar,Residential,222.2,259.1,1.166,0.346,1.36,0,0
MTR-001704,CUS-001704,Peshawar,Commercial,556.7,632.3,1.136,0.462,1.08,0,0
MTR-000956,CUS-000956,Karachi,Residential,193.2,170.9,0.885,0.208,3.26,1,0
MTR-002915,CUS-002915,Lahore,Residential,190.1,210.3,1.106,0.369,2.38,0,0
MTR-000877,CUS-000877,Karachi,Residential,157.8,179.6,1.138,0.344,0.84,0,0
MTR-001919,CUS-001919,Lahore,Residential,287.5,297.1,1.033,0.273,1.55,0,0
MTR-001884,CUS-001884,Lahore,Residential,247.4,265.2,1.072,0.409,0.68,0,0
MTR-002200,CUS-002200,Islamabad,Residential,145.7,140.3,0.963,0.332,4.73,0,0
MTR-000098,CUS-000098,Rawalpindi,Residential,142.8,122.2,0.855,0.225,2.18,0,0
MTR-002827,CUS-002827,Multan,Residential,137.5,168.6,1.226,0.291,0.1,1,0
MTR-002557,CUS-002557,Lahore,Residential,156.9,131.7,0.839,0.224,0.64,1,0
MTR-000253,CUS-000253,Peshawar,Residential,104.9,126.1,1.202,0.263,0.75,0,0
MTR-000103,CUS-000103,Karachi,Residential,251.3,249.3,0.992,0.356,2.29,1,0
MTR-001445,CUS-001445,Rawalpindi,Industrial,6105.7,7019.7,1.15,0.379,0.3,0,0
MTR-001443,CUS-001443,Karachi,Residential,154.5,154.9,1.003,0.318,0.63,0,0
MTR-001648,CUS-001648,Islamabad,Commercial,780.6,868.4,1.112,0.24,1.75,0,0
MTR-000586,CUS-000586,Faisalabad,Industrial,9075.8,9564.6,1.054,0.331,1.92,1,0
MTR-000627,CUS-000627,Rawalpindi,Residential,133.6,122.9,0.92,0.358,1.45,2,0
MTR-001696,CUS-001696,Karachi,Residential,141.6,143.9,1.016,0.142,1.58,0,0
MTR-002101,CUS-002101,Islamabad,Residential,198.5,195.1,0.983,0.309,0.56,0,0
MTR-002199,CUS-002199,Karachi,Commercial,769.2,828.5,1.077,0.285,2.45,0,0
MTR-000403,CUS-000403,Lahore,Residential,217.2,220.9,1.017,0.376,0.1,1,0
MTR-001154,CUS-001154,Multan,Residential,174.7,180.7,1.034,0.331,1.84,0,0
MTR-002255,CUS-002255,Karachi,Residential,251.0,220.1,0.877,0.339,3.78,0,0
MTR-001682,CUS-001682,Islamabad,Commercial,506.3,428.6,0.847,0.261,1.63,0,0
MTR-002056,CUS-002056,Multan,Commercial,564.8,569.6,1.008,0.3,0.6,0,0
MTR-002844,CUS-002844,Multan,Residential,169.0,172.7,1.022,0.375,1.88,0,0
MTR-000452,CUS-000452,Faisalabad,Commercial,728.2,636.3,0.874,0.295,1.69,0,0
MTR-002301,CUS-002301,Islamabad,Residential,184.1,196.7,1.069,0.314,2.18,1,0
MTR-001327,CUS-001327,Islamabad,Residential,201.0,215.8,1.074,0.177,2.17,0,0
MTR-002049,CUS-002049,Karachi,Residential,210.9,214.9,1.019,0.295,2.96,0,0
MTR-000880,CUS-000880,Karachi,Commercial,743.1,314.4,0.423,0.568,6.2,2,1
MTR-002918,CUS-002918,Peshawar,Residential,261.0,221.3,0.848,0.259,1.16,0,0
MTR-000623,CUS-000623,Rawalpindi,Residential,121.3,102.6,0.846,0.305,1.19,1,0
MTR-002393,CUS-002393,Islamabad,Commercial,793.4,831.0,1.047,0.361,1.34,0,0
MTR-002772,CUS-002772,Islamabad,Residential,155.7,140.2,0.901,0.22,2.29,0,0
MTR-001787,CUS-001787,Peshawar,Residential,237.7,216.1,0.909,0.33,0.62,0,0
MTR-000262,CUS-000262,Faisalabad,Residential,185.8,192.0,1.033,0.417,1.05,0,0
MTR-001634,CUS-001634,Islamabad,Commercial,1312.7,1633.7,1.245,0.249,2.05,0,0
MTR-001438,CUS-001438,Faisalabad,Residential,149.5,142.4,0.952,0.176,3.2,0,0
MTR-002198,CUS-002198,Peshawar,Residential,92.2,114.9,1.246,0.323,1.12,1,0
MTR-001969,CUS-001969,Karachi,Residential,158.3,156.9,0.991,0.205,2.35,0,0
MTR-002520,CUS-002520,Karachi,Residential,103.1,110.1,1.068,0.234,1.79,1,0
MTR-001802,CUS-001802,Lahore,Residential,256.7,286.3,1.115,0.374,2.5,0,0
MTR-000640,CUS-000640,Karachi,Residential,163.7,184.0,1.124,0.45,2.06,0,0
MTR-002385,CUS-002385,Karachi,Residential,191.8,199.6,1.041,0.22,2.03,0,0
MTR-002598,CUS-002598,Peshawar,Residential,216.8,210.8,0.972,0.241,4.55,1,0
MTR-002830,CUS-002830,Lahore,Commercial,866.2,952.3,1.099,0.265,4.93,0,0
MTR-001959,CUS-001959,Islamabad,Residential,171.8,180.5,1.051,0.256,1.74,0,0
MTR-000488,CUS-000488,Peshawar,Residential,325.6,308.6,0.948,0.455,1.08,0,0
MTR-001843,CUS-001843,Islamabad,Residential,233.6,273.1,1.169,0.258,2.24,0,0
MTR-001734,CUS-001734,Faisalabad,Industrial,4640.4,4895.1,1.055,0.269,2.6,0,0
MTR-000146,CUS-000146,Islamabad,Residential,132.7,120.8,0.91,0.429,3.32,0,0
MTR-001534,CUS-001534,Faisalabad,Residential,250.2,224.2,0.896,0.346,0.1,1,0
MTR-001986,CUS-001986,Lahore,Residential,194.8,240.6,1.235,0.379,1.59,0,0
MTR-001369,CUS-001369,Lahore,Residential,126.6,119.1,0.941,0.228,1.49,0,0
MTR-002450,CUS-002450,Multan,Residential,159.3,173.7,1.09,0.258,1.19,0,0
MTR-002936,CUS-002936,Karachi,Residential,79.9,83.5,1.045,0.217,0.5,0,0
MTR-000659,CUS-000659,Karachi,Residential,220.8,239.8,1.086,0.364,1.78,2,0
MTR-001794,CUS-001794,Rawalpindi,Commercial,1229.0,1511.0,1.229,0.398,2.7,0,0
MTR-002511,CUS-002511,Lahore,Commercial,1177.5,1318.4,1.12,0.252,0.76,0,0
MTR-000186,CUS-000186,Peshawar,Residential,108.5,119.4,1.1,0.271,2.09,1,0
MTR-001147,CUS-001147,Multan,Residential,342.8,334.7,0.976,0.274,2.42,0,0
MTR-000608,CUS-000608,Multan,Residential,298.8,275.0,0.92,0.176,3.64,2,0
MTR-002191,CUS-002191,Lahore,Industrial,1912.3,2467.5,1.29,0.246,2.64,0,0
MTR-001930,CUS-001930,Islamabad,Residential,153.4,152.6,0.995,0.362,1.91,0,0
MTR-000197,CUS-000197,Lahore,Residential,179.6,177.3,0.987,0.23,2.31,1,0
MTR-002327,CUS-002327,Multan,Residential,196.5,203.3,1.035,0.307,2.76,0,0
MTR-000293,CUS-000293,Lahore,Industrial,6803.4,6959.7,1.023,0.195,2.12,0,0
MTR-000766,CUS-000766,Peshawar,Commercial,1101.7,1312.3,1.191,0.288,2.79,0,0
MTR-000400,CUS-000400,Faisalabad,Residential,176.1,187.5,1.065,0.255,1.67,0,0
MTR-000122,CUS-000122,Peshawar,Residential,197.6,166.5,0.843,0.202,3.2,0,0
MTR-000202,CUS-000202,Multan,Residential,164.0,151.0,0.921,0.363,1.49,1,0
MTR-000835,CUS-000835,Lahore,Industrial,6402.0,6410.2,1.001,0.368,1.31,1,0
MTR-002294,CUS-002294,Multan,Residential,132.3,148.6,1.123,0.222,1.53,0,0
MTR-001439,CUS-001439,Peshawar,Residential,15.0,12.3,0.818,0.283,1.03,1,0
MTR-001733,CUS-001733,Islamabad,Residential,99.6,105.5,1.059,0.304,2.75,0,0
MTR-001695,CUS-001695,Multan,Residential,119.0,129.4,1.088,0.155,0.43,0,0
MTR-002928,CUS-002928,Islamabad,Residential,119.8,132.5,1.106,0.188,1.57,0,0
MTR-001707,CUS-001707,Peshawar,Residential,69.9,18.4,0.263,0.552,7.75,2,1
MTR-002913,CUS-002913,Islamabad,Residential,222.0,250.0,1.126,0.215,2.01,0,0
MTR-001153,CUS-001153,Lahore,Commercial,1279.5,1154.4,0.902,0.401,1.96,0,0
MTR-001661,CUS-001661,Faisalabad,Industrial,1998.3,2225.0,1.113,0.192,1.86,0,0
MTR-002432,CUS-002432,Rawalpindi,Commercial,986.1,978.8,0.993,0.353,2.16,1,0
MTR-001759,CUS-001759,Karachi,Residential,305.6,307.2,1.005,0.275,1.0,0,0
MTR-000854,CUS-000854,Multan,Residential,136.5,137.0,1.004,0.286,1.52,0,0
MTR-001589,CUS-001589,Karachi,Residential,128.6,138.6,1.078,0.448,1.74,2,0
MTR-002267,CUS-002267,Karachi,Residential,164.9,143.0,0.867,0.2,2.46,0,0
MTR-000641,CUS-000641,Karachi,Residential,152.2,168.4,1.106,0.348,2.94,0,0
MTR-000001,CUS-000001,Islamabad,Residential,240.1,265.2,1.105,0.344,1.87,1,0
MTR-002160,CUS-002160,Peshawar,Residential,280.6,83.4,0.297,0.836,5.18,3,1
MTR-000698,CUS-000698,Lahore,Commercial,1254.3,1254.7,1.0,0.214,2.09,0,0
MTR-001636,CUS-001636,Multan,Residential,206.2,184.9,0.897,0.25,1.93,0,0
MTR-001291,CUS-001291,Lahore,Residential,153.5,132.1,0.861,0.365,2.78,1,0
MTR-002856,CUS-002856,Islamabad,Residential,98.0,100.3,1.024,0.284,0.55,0,0
MTR-002489,CUS-002489,Karachi,Commercial,836.0,856.5,1.024,0.263,2.44,1,0
MTR-001520,CUS-001520,Peshawar,Residential,134.9,129.4,0.96,0.377,1.31,0,0
MTR-001853,CUS-001853,Faisalabad,Residential,180.8,153.7,0.85,0.279,3.04,0,0
MTR-001136,CUS-001136,Peshawar,Residential,118.2,124.7,1.055,0.229,1.34,0,0
MTR-002898,CUS-002898,Rawalpindi,Residential,54.2,51.9,0.957,0.358,1.69,0,0
MTR-001631,CUS-001631,Karachi,Residential,150.6,137.1,0.91,0.33,0.44,0,0
MTR-001998,CUS-001998,Lahore,Residential,245.3,282.9,1.153,0.275,2.37,0,0
MTR-000663,CUS-000663,Islamabad,Residential,162.8,143.7,0.883,0.271,1.58,0,0
MTR-000683,CUS-000683,Rawalpindi,Commercial,1275.2,1361.2,1.067,0.227,1.46,2,0
MTR-001257,CUS-001257,Faisalabad,Residential,136.0,111.5,0.82,0.358,2.03,2,0
MTR-000317,CUS-000317,Multan,Residential,260.4,215.5,0.828,0.271,0.33,1,0
MTR-000648,CUS-000648,Faisalabad,Commercial,711.5,752.7,1.058,0.238,1.31,0,0
MTR-001434,CUS-001434,Multan,Residential,113.5,108.9,0.96,0.197,1.81,0,0
MTR-001479,CUS-001479,Multan,Residential,312.5,268.7,0.86,0.331,3.46,1,0
MTR-000709,CUS-000709,Rawalpindi,Residential,184.2,205.2,1.114,0.259,2.18,1,0
MTR-001282,CUS-001282,Faisalabad,Residential,220.7,230.5,1.045,0.139,2.4,1,0
MTR-001768,CUS-001768,Karachi,Commercial,829.9,257.3,0.31,0.656,7.73,1,1
MTR-000972,CUS-000972,Peshawar,Residential,90.0,100.4,1.115,0.281,5.41,1,0
MTR-002675,CUS-002675,Islamabad,Residential,211.0,184.1,0.872,0.284,2.9,0,0
MTR-002680,CUS-002680,Karachi,Residential,152.1,120.9,0.795,0.281,0.1,0,0
MTR-001306,CUS-001306,Islamabad,Residential,182.5,164.5,0.902,0.269,2.22,0,0
MTR-001400,CUS-001400,Islamabad,Commercial,863.4,859.1,0.995,0.182,3.09,0,0
MTR-001408,CUS-001408,Peshawar,Commercial,777.5,784.7,1.009,0.23,0.55,0,0
MTR-002237,CUS-002237,Peshawar,Residential,168.8,135.7,0.804,0.395,2.1,1,0
MTR-001496,CUS-001496,Multan,Residential,170.8,141.8,0.83,0.383,1.46,0,0
MTR-002038,CUS-002038,Faisalabad,Residential,255.1,231.8,0.909,0.346,1.15,1,0
MTR-001529,CUS-001529,Karachi,Residential,383.9,351.8,0.916,0.339,3.34,0,0
MTR-001663,CUS-001663,Faisalabad,Residential,207.1,226.0,1.091,0.372,1.34,0,0
MTR-001354,CUS-001354,Lahore,Commercial,368.5,350.2,0.95,0.21,1.35,0,0
MTR-002924,CUS-002924,Islamabad,Commercial,1494.5,1627.7,1.089,0.303,1.1,0,0
MTR-002944,CUS-002944,Faisalabad,Residential,189.8,214.8,1.131,0.21,0.91,1,0
MTR-001643,CUS-001643,Peshawar,Residential,113.1,120.6,1.067,0.212,1.45,0,0
MTR-001051,CUS-001051,Peshawar,Residential,94.7,59.8,0.631,0.329,1.4,0,0
MTR-000795,CUS-000795,Rawalpindi,Residential,279.2,269.0,0.964,0.376,0.81,0,0
MTR-002693,CUS-002693,Islamabad,Residential,202.9,198.9,0.98,0.284,1.97,0,0
MTR-001597,CUS-001597,Faisalabad,Residential,173.4,172.3,0.993,0.432,0.1,0,0
MTR-002604,CUS-002604,Lahore,Residential,168.1,126.1,0.75,0.317,2.1,0,0
MTR-002729,CUS-002729,Rawalpindi,Residential,138.4,125.7,0.908,0.238,2.98,0,0
MTR-002625,CUS-002625,Islamabad,Residential,117.7,98.5,0.837,0.213,1.47,1,0
MTR-001819,CUS-001819,Lahore,Industrial,885.8,787.3,0.889,0.381,2.35,1,0
MTR-001722,CUS-001722,Karachi,Residential,188.6,182.7,0.969,0.31,1.75,0,0
MTR-001183,CUS-001183,Multan,Commercial,487.1,443.8,0.911,0.354,4.35,0,0
MTR-002572,CUS-002572,Peshawar,Commercial,830.3,745.3,0.898,0.087,2.97,1,0
MTR-001059,CUS-001059,Peshawar,Residential,125.3,122.3,0.976,0.32,1.13,0,0
MTR-000540,CUS-000540,Peshawar,Residential,179.3,168.7,0.941,0.259,3.29,0,0
MTR-001678,CUS-001678,Peshawar,Residential,176.3,180.5,1.024,0.188,4.41,1,0
MTR-002796,CUS-002796,Lahore,Residential,152.0,144.3,0.95,0.295,1.78,0,0
MTR-002955,CUS-002955,Peshawar,Residential,240.6,195.3,0.812,0.387,2.49,0,0
MTR-002532,CUS-002532,Peshawar,Residential,260.9,228.6,0.876,0.481,3.01,0,0
MTR-001757,CUS-001757,Lahore,Residential,163.3,156.9,0.961,0.319,0.88,0,0
MTR-001923,CUS-001923,Faisalabad,Residential,353.5,334.5,0.946,0.243,0.17,1,0
MTR-000095,CUS-000095,Multan,Residential,74.3,61.7,0.83,0.238,2.16,0,0
MTR-001020,CUS-001020,Peshawar,Residential,166.2,179.7,1.081,0.377,1.18,0,0
MTR-000563,CUS-000563,Multan,Residential,219.2,227.4,1.037,0.22,1.78,0,0
MTR-002790,CUS-002790,Peshawar,Commercial,867.9,805.3,0.928,0.35,3.02,0,0
MTR-000863,CUS-000863,Lahore,Residential,268.2,262.9,0.98,0.323,2.57,0,0
MTR-001484,CUS-001484,Rawalpindi,Commercial,1138.9,992.4,0.871,0.315,2.56,0,0
MTR-001881,CUS-001881,Karachi,Residential,61.7,68.0,1.102,0.175,1.87,1,0
MTR-001038,CUS-001038,Rawalpindi,Residential,119.9,149.7,1.248,0.271,1.36,0,0
MTR-000206,CUS-000206,Faisalabad,Industrial,6709.6,6190.6,0.923,0.183,1.29,0,0
MTR-000392,CUS-000392,Karachi,Commercial,474.7,544.4,1.147,0.253,3.74,1,0
MTR-002842,CUS-002842,Peshawar,Residential,236.0,211.6,0.897,0.373,4.26,0,0
MTR-000870,CUS-000870,Rawalpindi,Residential,107.2,100.4,0.936,0.398,3.08,0,0
MTR-000397,CUS-000397,Multan,Residential,121.1,141.9,1.172,0.317,1.72,0,0
MTR-002814,CUS-002814,Lahore,Residential,215.1,212.0,0.986,0.254,0.89,0,0
MTR-002882,CUS-002882,Rawalpindi,Residential,157.1,170.1,1.082,0.427,4.72,1,0
MTR-001028,CUS-001028,Karachi,Residential,225.2,217.9,0.968,0.253,2.45,0,0
MTR-002690,CUS-002690,Lahore,Residential,120.7,94.6,0.784,0.209,2.43,0,0
MTR-001485,CUS-001485,Lahore,Industrial,4925.1,6306.5,1.28,0.356,1.4,0,0
MTR-002660,CUS-002660,Multan,Residential,157.9,153.8,0.974,0.337,2.69,1,0
MTR-000960,CUS-000960,Peshawar,Residential,222.0,226.2,1.019,0.257,1.79,0,0
MTR-001570,CUS-001570,Islamabad,Residential,300.0,273.6,0.912,0.308,0.94,0,0
MTR-002773,CUS-002773,Rawalpindi,Residential,61.4,67.1,1.094,0.335,1.66,0,0
MTR-001895,CUS-001895,Peshawar,Residential,120.7,130.9,1.085,0.316,2.4,0,0
MTR-002731,CUS-002731,Islamabad,Residential,194.4,158.1,0.813,0.337,3.53,0,0
MTR-002146,CUS-002146,Multan,Residential,102.4,104.5,1.021,0.26,0.43,0,0
MTR-000804,CUS-000804,Peshawar,Residential,131.9,145.8,1.105,0.342,0.76,1,0
MTR-001751,CUS-001751,Faisalabad,Industrial,2775.4,3175.2,1.144,0.301,1.57,0,0
MTR-002454,CUS-002454,Lahore,Residential,164.5,177.3,1.078,0.262,1.06,1,0
MTR-000502,CUS-000502,Rawalpindi,Commercial,895.7,974.6,1.088,0.28,2.0,1,0
MTR-000779,CUS-000779,Peshawar,Residential,217.4,203.3,0.935,0.292,1.51,0,0
MTR-001863,CUS-001863,Multan,Residential,69.4,59.2,0.853,0.184,2.12,0,0
MTR-000200,CUS-000200,Rawalpindi,Residential,214.3,206.3,0.963,0.249,2.17,0,0
MTR-002182,CUS-002182,Lahore,Industrial,6143.5,5220.7,0.85,0.305,0.65,1,0
MTR-002088,CUS-002088,Peshawar,Residential,308.1,280.8,0.911,0.192,1.79,1,0
MTR-002278,CUS-002278,Rawalpindi,Residential,256.3,233.1,0.91,0.25,1.2,0,0
MTR-001796,CUS-001796,Faisalabad,Residential,253.4,224.8,0.887,0.491,3.14,0,0
MTR-000378,CUS-000378,Lahore,Residential,250.6,266.6,1.064,0.21,1.32,0,0
MTR-002336,CUS-002336,Lahore,Commercial,1153.0,1012.9,0.878,0.269,1.5,1,0
MTR-000418,CUS-000418,Lahore,Residential,169.7,207.1,1.22,0.233,1.09,0,0
MTR-001698,CUS-001698,Islamabad,Residential,206.9,79.6,0.385,0.87,7.65,4,1
